feature,top_k_count,mean_ap_drop,ap_drop_std_across_folds,top_k_frequency
feature_304,0,-0.0009642179477955149,0.000765351499252265,0.0
feature_301,0,-0.0009678355102146522,0.003277297184152338,0.0
feature_147,0,-0.0009697769287650076,0.005828888881660392,0.0
feature_356,0,-0.0009799782395454038,0.0013503244996450688,0.0
feature_032,0,-0.000980594139871257,0.007535374526874141,0.0
feature_423,0,-0.001016873989263306,0.005316753343531289,0.0
feature_082,0,-0.0010282750379798163,0.0029677298649841495,0.0
feature_196,0,-0.0010399459123077307,0.0019004514238492253,0.0
feature_520,0,-0.0010421541831626894,0.0020634801553274964,0.0
feature_083,0,-0.0010448232408987292,0.0035336324611275074,0.0
feature_279,0,-0.0010488510810908367,0.001536743412140149,0.0
feature_116,0,-0.0010495445397937138,0.004237836539852348,0.0
feature_165,0,-0.0010518404993850815,0.002695156260663464,0.0
feature_035,0,-0.0010864866122431577,0.0030909284900308815,0.0
feature_108,0,-0.0010895438987953549,0.002895160878398187,0.0
feature_454,0,-0.0011022959469766595,0.006687464816943193,0.0
feature_018,0,-0.0011212930254350423,0.0016284215278743156,0.0
feature_410,0,-0.0011340724247512403,0.0021239772830367173,0.0
feature_523,0,-0.0011367060921815258,0.002723624398183396,0.0
feature_120,0,-0.0011666082164617341,0.005245138522570814,0.0
feature_009,0,-0.001200519873802671,0.0018646293224128573,0.0
feature_298,0,-0.00122215640564442,0.0036697542214504633,0.0
feature_098,0,-0.0012631508474002424,0.0020376773831361516,0.0
feature_581,0,-0.00126342883289427,0.0022145873772658406,0.0
feature_332,0,-0.001270132221035584,0.0015259940175085531,0.0
feature_571,0,-0.0012848640637679969,0.0036223275270337372,0.0
feature_024,0,-0.0012920836134806951,0.0042015258098188025,0.0
feature_337,0,-0.0013096930205055463,0.0012643648148017688,0.0
feature_075,0,-0.001391052720987503,0.0038587275180181845,0.0
feature_199,0,-0.0014242485610171198,0.0014871188895552749,0.0
feature_476,0,-0.0014543909546874548,0.0023178816026420326,0.0
feature_491,0,-0.00145834253938113,0.002392399696978606,0.0
feature_438,0,-0.001465924288709081,0.0045985425019242155,0.0
feature_063,0,-0.0014692820220947517,0.004517033976850655,0.0
feature_482,0,-0.001556829760506512,0.004991563951320763,0.0
feature_321,0,-0.0015876657919469239,0.0034173208693359493,0.0
feature_086,0,-0.0015912602457512452,0.001714162104350115,0.0
feature_134,0,-0.0016293714194131597,0.0059453465199023284,0.0
feature_527,0,-0.001644063888358993,0.0010250346330448442,0.0
feature_525,0,-0.0016484170508730817,0.00731211051327667,0.0
feature_093,0,-0.0016670354202369454,0.002299361047070549,0.0
feature_113,0,-0.0016686013902446413,0.003703797904240001,0.0
feature_056,0,-0.0017047357640828393,0.004593814067194854,0.0
feature_160,0,-0.0017229170470283053,0.010654750725378921,0.0
feature_145,0,-0.001732789173017235,0.002584788962607482,0.0
feature_424,0,-0.0017613801777746723,0.002082087611388375,0.0
feature_311,0,-0.0017687439445989602,0.004526131844557592,0.0
feature_092,0,-0.0017751967557531963,0.004161591089007764,0.0
feature_411,0,-0.001783892984934924,0.002488970029139039,0.0
feature_348,0,-0.0017843015076849638,0.001700659828860313,0.0
feature_409,0,-0.0017907698971373343,0.002738548582766145,0.0
feature_359,0,-0.0017963017742730109,0.0042673902680345375,0.0
feature_007,0,-0.0017968072772315397,0.003584192689083466,0.0
feature_008,0,-0.00180240495734779,0.0021473733190645146,0.0
feature_044,0,-0.0018143109516234844,0.002515613168787244,0.0
feature_055,0,-0.0018300499413231996,0.0040262642791082425,0.0
feature_366,0,-0.0018475953525786443,0.003444741909690243,0.0
feature_418,0,-0.0018636744107147368,0.004369504920140061,0.0
feature_582,0,-0.0019025124366430983,0.002812777916048489,0.0
feature_046,0,-0.0019447219011528999,0.003865261728074835,0.0
feature_496,0,-0.00197095575898462,0.0010982076180436038,0.0
feature_016,0,-0.0019984335279307265,0.004203579921699085,0.0
feature_437,0,-0.0020252337802607817,0.004335486831920008,0.0
feature_483,0,-0.002141067951472351,0.003452605966635992,0.0
feature_281,0,-0.002153418442498334,0.004930918576814997,0.0
feature_575,0,-0.002177266805848057,0.0051471840704539465,0.0
feature_519,0,-0.0022434873632767765,0.006630706203023844,0.0
feature_444,0,-0.0022961893811271226,0.0031858240878277796,0.0
feature_140,0,-0.0023426437493399106,0.0023636404608825584,0.0
feature_117,0,-0.002422611799280609,0.003126950986913257,0.0
feature_173,0,-0.0024536053479240223,0.004198238392445067,0.0
feature_068,0,-0.00250481659555901,0.002328895127427008,0.0
feature_580,0,-0.0025471670596611314,0.004348630128941311,0.0
feature_106,0,-0.0026887582911631585,0.0030086465769780433,0.0
feature_353,0,-0.00269205395418346,0.006155150547194101,0.0
feature_280,0,-0.0027128093263871817,0.005950935659742358,0.0
feature_296,0,-0.002866725179414842,0.007976805232536589,0.0
feature_118,0,-0.002916612519300223,0.007703646371590936,0.0
feature_162,0,-0.002932893134314287,0.006414389601212011,0.0
feature_433,0,-0.0031455126083251737,0.0034222775580304778,0.0
feature_317,0,-0.003416220558676656,0.010381603612160334,0.0
feature_146,0,-0.003554523236083925,0.00594804525505068,0.0
feature_558,0,-0.0036504529832824704,0.007392754290599087,0.0
feature_561,0,-0.0037747001841414683,0.008925664334670848,0.0
feature_136,0,-0.0038219212930122592,0.00555913730006431,0.0
feature_151,0,-0.0038593741658496583,0.0065199154977415965,0.0
feature_037,0,-0.003923221305795173,0.006852432940677476,0.0
feature_490,0,-0.004322143364238256,0.006710707259619176,0.0
feature_547,0,-0.004409964914928089,0.004105278850993009,0.0
feature_295,0,-0.004437196411839232,0.008902863641767702,0.0
feature_011,0,-0.004871182523641414,0.008100619306427245,0.0
feature_088,0,-0.006141306170678205,0.008834539364584726,0.0
