feature,logistic_top20_frequency,mean_absolute_coefficient,mean_standardized_coefficient,sign_consistency,rf_top20_frequency,mean_ap_drop,ap_drop_std_across_folds,logistic_rank,rf_rank,meets_either_method_60pct_rule,meets_both_methods_60pct_rule,evidence_frequency_sum,mean_rank
feature_130,0.0,0.26036273453506326,0.1220382951949509,0.7333333333333333,0.4,0.0022060814152693787,0.009585423275847854,173.0,58.0,False,False,0.4,115.5
feature_174,0.0,0.21999470133426471,0.21999470133426471,1.0,0.4,0.0055182501924302,0.004985497846529088,231.0,10.0,False,False,0.4,120.5
feature_577,0.2,0.5646501060866679,-0.5646501060866679,1.0,0.2,0.00033584823583146343,0.006661849817909398,28.0,217.0,False,False,0.4,122.5
feature_323,0.0,0.18578702665185265,0.160922740912563,0.9333333333333333,0.4,0.005031161186819009,0.005303663422693467,297.0,14.0,False,False,0.4,155.5
feature_307,0.0,0.1696362487166798,0.06394177669445908,0.7333333333333333,0.4,0.007761893959630646,0.005774193966455953,327.0,5.0,False,False,0.4,166.0
feature_309,0.0,0.1696368233535882,0.06361164188239272,0.7333333333333333,0.4,0.005501056593757261,0.00774707051498037,326.0,11.0,False,False,0.4,168.5
feature_152,0.0,0.1594513378836828,0.0005723757290928749,0.6666666666666667,0.4,0.004384381446572184,0.007302515009067244,350.0,15.0,False,False,0.4,182.5
feature_180,0.0,0.138572156833095,0.1101118791458134,0.8,0.4,0.002161675665586502,0.0077649166216196995,381.0,61.0,False,False,0.4,221.0
feature_425,0.4,0.6588844961213215,0.6339110005329098,0.9333333333333333,0.0,-0.00039806115664206933,0.0062926807587386025,12.0,438.0,False,False,0.4,225.0
feature_500,0.13333333333333333,0.5290424816025852,0.5290424816025852,1.0,0.2,0.0025243485290525336,0.003363128227005105,38.0,42.0,False,False,0.33333333333333337,40.0
feature_270,0.13333333333333333,0.421958480196181,-0.3280541491850441,0.8,0.2,0.002343413473826431,0.004703025780673002,66.0,49.0,False,False,0.33333333333333337,57.5
feature_025,0.3333333333333333,0.6051174913495536,0.6051174913495536,1.0,0.0,0.0014383050515262264,0.006378391792610011,21.0,110.0,False,False,0.3333333333333333,65.5
feature_041,0.3333333333333333,0.51481573334916,-0.51481573334916,1.0,0.0,0.0006784262740066327,0.0027280555366466395,40.0,175.0,False,False,0.3333333333333333,107.5
feature_277,0.3333333333333333,0.6684219026869485,0.6684219026869485,1.0,0.0,0.00039405020401180323,0.0015127893883579656,9.0,211.0,False,False,0.3333333333333333,110.0
feature_022,0.3333333333333333,0.6186105688625629,-0.6186105688625629,1.0,0.0,-0.0003966894313940557,0.0012286059341570634,18.0,437.0,False,False,0.3333333333333333,227.5
feature_348,0.3333333333333333,0.578415431700262,0.578415431700262,1.0,0.0,-0.0017843015076849638,0.001700659828860313,22.0,545.0,False,False,0.3333333333333333,283.5
feature_142,0.26666666666666666,0.5704472414932588,-0.5704472414932588,1.0,0.0,0.0032774242994595914,0.004977685176022402,26.0,30.0,False,False,0.26666666666666666,28.0
feature_111,0.06666666666666667,0.42538245502455724,-0.42538245502455724,1.0,0.2,0.0030988942177064107,0.006781135670023539,65.0,33.0,False,False,0.26666666666666666,49.0
feature_197,0.06666666666666667,0.48696329673453176,0.48696329673453176,1.0,0.2,0.0021967407349214466,0.008420316543015213,48.0,59.0,False,False,0.26666666666666666,53.5
feature_124,0.26666666666666666,0.6392303371413296,-0.6392303371413296,1.0,0.0,0.0014604277428817293,0.007427400940691707,13.0,104.0,False,False,0.26666666666666666,58.5
feature_131,0.06666666666666667,0.34911229969680396,0.34446620055231286,0.9333333333333333,0.2,0.0038723468769887104,0.0050362453269637,101.0,22.0,False,False,0.26666666666666666,61.5
feature_363,0.26666666666666666,0.534703566972005,-0.5334741224741036,0.9333333333333333,0.0,0.0006867845640545822,0.0012498937818347482,36.0,173.0,False,False,0.26666666666666666,104.5
feature_090,0.06666666666666667,0.23382101386014456,-0.06588439148092741,0.5333333333333333,0.2,0.0016412519173308513,0.004916052979990498,208.0,98.0,False,False,0.26666666666666666,153.0
feature_365,0.26666666666666666,0.5610303155159914,0.5610303155159914,1.0,0.0,-0.0005434398177933175,0.0019122105820781627,29.0,454.0,False,False,0.26666666666666666,241.5
feature_064,0.06666666666666667,0.5735339171898922,0.5735339171898922,1.0,0.2,-0.0008206718584541715,0.01515760796266419,25.0,476.0,False,False,0.26666666666666666,250.5
feature_581,0.26666666666666666,0.5415341131411583,-0.5415341131411583,1.0,0.0,-0.00126342883289427,0.0022145873772658406,33.0,518.0,False,False,0.26666666666666666,275.5
feature_115,0.0,0.38912287827727854,-0.34906053471117093,0.8666666666666667,0.2,0.005569861649073046,0.012847713806891536,81.0,9.0,False,False,0.2,45.0
feature_122,0.0,0.33641740505286205,-0.33641740505286205,1.0,0.2,0.0038915314020259105,0.005046320370391076,110.0,21.0,False,False,0.2,65.5
feature_053,0.0,0.3153148322706091,-0.3153148322706091,1.0,0.2,0.0040572348629279165,0.00998199879679146,125.0,18.0,False,False,0.2,71.5
feature_127,0.0,0.29429554140129144,-0.2908244633248899,0.9333333333333333,0.2,0.0056658072126108865,0.006378852196265898,145.0,7.0,False,False,0.2,76.0
feature_541,0.0,0.31469374339007855,0.31469374339007855,1.0,0.2,0.0031830021614335366,0.008359935624586503,126.0,31.0,False,False,0.2,78.5
feature_017,0.0,0.3295142581371769,0.3088151007376378,0.9333333333333333,0.2,0.002458507321918176,0.00702854908878773,117.0,44.0,False,False,0.2,80.5
feature_407,0.2,0.3859323737913109,-0.35802299851870834,0.8666666666666667,0.0,0.0017796281227799692,0.0051953837221939145,83.0,86.0,False,False,0.2,84.5
feature_524,0.0,0.2835872840531828,0.2835872840531828,1.0,0.2,0.002412856444356145,0.0044161916970162675,154.0,45.0,False,False,0.2,99.5
feature_067,0.2,0.6311149875624892,-0.6311149875624892,1.0,0.0,0.0005171551051483148,0.0029523493334842046,15.0,196.0,False,False,0.2,105.5
feature_354,0.2,0.5770078615314986,-0.5770078615314986,1.0,0.0,0.0003913409665353862,0.002617353260220474,23.0,213.0,False,False,0.2,118.0
feature_406,0.2,0.43831901570461806,0.4053522163741187,0.9333333333333333,0.0,0.0006749945917993494,0.002110606338631683,62.0,176.0,False,False,0.2,119.0
feature_214,0.2,0.5698518290901885,-0.5698518290901885,1.0,0.0,0.00017975403661262638,0.0012350139772745103,27.0,228.0,False,False,0.2,127.5
feature_385,0.0,0.2441453177447222,-0.11902605649601998,0.6666666666666667,0.2,0.0020450703749489785,0.005735369670104761,191.0,68.0,False,False,0.2,129.5
feature_038,0.0,0.21865553670336316,-0.1612793416988198,0.8,0.2,0.0035039027749887617,0.006986918487590798,235.0,25.0,False,False,0.2,130.0
feature_391,0.0,0.2290258712605127,0.20114435171392028,0.8666666666666667,0.2,0.0022915558121590594,0.007739167035802856,215.0,51.0,False,False,0.2,133.0
feature_446,0.0,0.22505976737895736,-0.21778455595471852,0.9333333333333333,0.2,0.002399382225036859,0.005721948309062927,222.0,46.0,False,False,0.2,134.0
feature_274,0.0,0.2266503509004327,0.17292565651141606,0.8666666666666667,0.2,0.0022180848836175103,0.007407697109246556,219.0,55.0,False,False,0.2,137.0
feature_010,0.0,0.23999396094621836,-0.17718000274592588,0.6666666666666667,0.2,0.0019143460785251826,0.00546901747615657,199.0,77.0,False,False,0.2,138.0
feature_172,0.0,0.21858230854113492,0.21858230854113492,1.0,0.2,0.0024803978336911817,0.007582159799890544,236.0,43.0,False,False,0.2,139.5
feature_168,0.2,0.5408218856916472,0.5408218856916472,1.0,0.0,9.117216083533248e-05,0.0041450024668804025,34.0,249.0,False,False,0.2,141.5
feature_125,0.0,0.18090146077475527,0.1483240163506188,0.8,0.2,0.005597589991607358,0.011129196903707289,306.0,8.0,False,False,0.2,157.0
feature_346,0.0,0.22247719569174004,0.22247719569174004,1.0,0.2,0.0015350561673060834,0.00791977137677324,227.0,101.0,False,False,0.2,164.0
feature_076,0.0,0.16343240411370819,0.07553937526252445,0.6666666666666666,0.2,0.004038455703621935,0.004776756641197627,338.0,19.0,False,False,0.2,178.5
feature_175,0.0,0.22738490079170395,-0.21994778178963695,0.9333333333333333,0.2,0.0011374335381591938,0.0029992528019236733,217.0,141.0,False,False,0.2,179.0
feature_272,0.0,0.21646377518817345,-0.1421093907718764,0.7333333333333334,0.2,0.0011381497393308274,0.003651405106927012,243.0,140.0,False,False,0.2,191.5
feature_560,0.0,0.2152816200338742,-0.14429514533672866,0.7333333333333334,0.2,0.0009588703632227396,0.002602345661952554,246.0,154.0,False,False,0.2,200.0
feature_589,0.0,0.20821544287532243,-0.014887417455313476,0.6666666666666666,0.2,0.0009918531177940135,0.005062163434651655,255.0,153.0,False,False,0.2,204.0
feature_019,0.0,0.1602523032473645,-0.014456950126581457,0.5333333333333333,0.2,0.0020930270267406916,0.008045045233942979,347.0,64.0,False,False,0.2,205.5
feature_039,0.0,0.1723717627388393,0.014369269466000768,0.5333333333333333,0.2,0.0016878441567407994,0.005108823005406228,323.0,94.0,False,False,0.2,208.5
feature_091,0.0,0.167457351200336,0.018514998124590055,0.5333333333333333,0.2,0.0014880858556995948,0.005313133567296866,332.0,102.0,False,False,0.2,217.0
feature_163,0.0,0.18631724627774526,-0.07423487629684919,0.6,0.2,0.0007942913793147525,0.0031741877911111594,294.0,164.0,False,False,0.2,229.0
feature_294,0.0,0.1783506572841815,0.1557925371592697,0.8666666666666667,0.2,0.0007679470333854003,0.0021175508958246763,312.0,167.0,False,False,0.2,239.5
feature_285,0.0,0.09252523432365706,-0.029428493225645946,0.5333333333333333,0.2,0.00260458420263955,0.004919342272261462,451.0,40.0,False,False,0.2,245.5
feature_290,0.0,0.11623243847275777,0.020056704010962045,0.6,0.2,0.0019191338167608412,0.007922571143688321,423.0,76.0,False,False,0.2,249.5
