feature,logistic_top20_count,logistic_top20_frequency,mean_absolute_coefficient,sign_consistency,rf_positive_top20_count,rf_positive_top20_frequency,mean_ap_drop,logistic_meets_2_of_3,rf_meets_2_of_3,meets_both_methods_2_of_3,temporal_evidence_count_sum
feature_571,0,0.0,0.14293517099202732,0.6666666666666667,0,0.0,-2.1782677957497527e-05,False,False,False,0
feature_430,0,0.0,0.14255840999437772,1.0,0,0.0,0.00038296412059541204,False,False,False,0
feature_444,0,0.0,0.14034601776784578,1.0,0,0.0,-0.00043049317390565556,False,False,False,0
feature_221,0,0.0,0.14013445851661108,1.0,0,0.0,0.0043335974566900805,False,False,False,0
feature_368,0,0.0,0.13993188414003552,1.0,0,0.0,0.003935027951813337,False,False,False,0
feature_203,0,0.0,0.13990100539379294,0.6666666666666667,0,0.0,-0.0007650106609531515,False,False,False,0
feature_051,0,0.0,0.13966950576203796,1.0,0,0.0,-0.001441601998327032,False,False,False,0
feature_560,0,0.0,0.13908503773587708,1.0,0,0.0,-0.00022154851091517636,False,False,False,0
feature_019,0,0.0,0.13882269462024263,1.0,0,0.0,-0.00021473163149485607,False,False,False,0
feature_304,0,0.0,0.13814684276424882,0.6666666666666666,0,0.0,-0.00021958845316876537,False,False,False,0
feature_483,0,0.0,0.13761306823181135,0.6666666666666666,0,0.0,0.003300510850202762,False,False,False,0
feature_282,0,0.0,0.13732695840870165,0.6666666666666666,0,0.0,-0.0009193632183196796,False,False,False,0
feature_587,0,0.0,0.13701867900650033,1.0,0,0.0,-0.000527109244485112,False,False,False,0
feature_247,0,0.0,0.13675741773931163,1.0,0,0.0,0.00025224415085411885,False,False,False,0
feature_268,0,0.0,0.13614450971744443,1.0,0,0.0,0.0002816060255562491,False,False,False,0
feature_540,0,0.0,0.13472687612132508,1.0,0,0.0,-0.00036282664967171433,False,False,False,0
feature_415,0,0.0,0.13386269692904565,0.6666666666666667,0,0.0,0.0002470710426253307,False,False,False,0
feature_319,0,0.0,0.13360296395381574,1.0,0,0.0,4.505671339351565e-05,False,False,False,0
feature_452,0,0.0,0.1322376447284386,1.0,0,0.0,-0.0002544528744164057,False,False,False,0
feature_003,0,0.0,0.1320339108316149,1.0,0,0.0,6.854373787418574e-05,False,False,False,0
feature_495,0,0.0,0.13130614437155755,0.6666666666666667,0,0.0,0.0003737765346041434,False,False,False,0
feature_440,0,0.0,0.1312696655224244,1.0,0,0.0,-0.0004227148177370485,False,False,False,0
feature_457,0,0.0,0.12991639011168266,1.0,0,0.0,0.0002804406313058647,False,False,False,0
feature_015,0,0.0,0.12967406115003496,0.6666666666666667,0,0.0,-0.0009033650000431723,False,False,False,0
feature_339,0,0.0,0.12897785903155964,1.0,0,0.0,8.278064322191544e-06,False,False,False,0
feature_448,0,0.0,0.12839373506352258,1.0,0,0.0,-0.00022607828859355866,False,False,False,0
feature_408,0,0.0,0.12746169606279498,1.0,0,0.0,0.0034439009152918113,False,False,False,0
feature_180,0,0.0,0.12642372420659118,1.0,0,0.0,-0.0003801038275308136,False,False,False,0
feature_494,0,0.0,0.126246681812337,0.6666666666666667,0,0.0,-0.000801803777356321,False,False,False,0
feature_158,0,0.0,0.12600997116974907,1.0,0,0.0,7.434916598823684e-06,False,False,False,0
feature_554,0,0.0,0.1255506433127921,1.0,0,0.0,-0.0004097812369983417,False,False,False,0
feature_545,0,0.0,0.1253114256696974,1.0,0,0.0,-6.123848716441116e-06,False,False,False,0
feature_033,0,0.0,0.12523662541090444,1.0,0,0.0,0.00016467300906220956,False,False,False,0
feature_406,0,0.0,0.1250513095028218,1.0,0,0.0,-0.0002776288095950303,False,False,False,0
feature_012,0,0.0,0.12382553899780745,1.0,0,0.0,-0.0007410769673214432,False,False,False,0
feature_455,0,0.0,0.12336770634415102,0.6666666666666666,0,0.0,-0.0003677165042440448,False,False,False,0
feature_006,0,0.0,0.12336301197879178,1.0,0,0.0,-0.0005021503003149571,False,False,False,0
feature_146,0,0.0,0.12239925384612908,1.0,0,0.0,-0.0017569053134708617,False,False,False,0
feature_156,0,0.0,0.11983962411857361,1.0,0,0.0,0.0006326121424272867,False,False,False,0
feature_425,0,0.0,0.11732174558810683,0.6666666666666667,0,0.0,-0.00022721643580028865,False,False,False,0
feature_569,0,0.0,0.11681227747533574,1.0,0,0.0,-0.0006339736246880126,False,False,False,0
feature_568,0,0.0,0.11662247995539841,1.0,0,0.0,-0.00023092636669133022,False,False,False,0
feature_361,0,0.0,0.11587607266295147,1.0,0,0.0,0.004893320269152524,False,False,False,0
feature_121,0,0.0,0.11513818108342534,0.6666666666666666,0,0.0,-0.000531781817216235,False,False,False,0
feature_106,0,0.0,0.11404759470027581,0.6666666666666666,0,0.0,0.0037253507608598544,False,False,False,0
feature_153,0,0.0,0.11374433263881423,1.0,0,0.0,-0.0012145238702911244,False,False,False,0
feature_285,0,0.0,0.11373224410700396,1.0,0,0.0,0.0001314564447981286,False,False,False,0
feature_552,0,0.0,0.11372662567432863,0.6666666666666666,0,0.0,-0.0005184619964975645,False,False,False,0
feature_143,0,0.0,0.1136350032370738,0.6666666666666667,0,0.0,-0.0004467016775992676,False,False,False,0
feature_480,0,0.0,0.11312170538387445,0.6666666666666666,0,0.0,0.005159583995553192,False,False,False,0
feature_177,0,0.0,0.1123568753956386,1.0,0,0.0,-0.0005307188804205869,False,False,False,0
feature_183,0,0.0,0.11123511804330677,0.6666666666666666,0,0.0,0.0001306601506201044,False,False,False,0
feature_138,0,0.0,0.11102945637409556,1.0,0,0.0,-0.0007560799677763119,False,False,False,0
feature_169,0,0.0,0.11011757202646567,0.6666666666666666,0,0.0,9.070802949038882e-05,False,False,False,0
feature_357,0,0.0,0.1085091242193678,0.6666666666666667,0,0.0,-0.0004795540791294554,False,False,False,0
feature_030,0,0.0,0.10825898653138932,0.6666666666666667,0,0.0,-0.000991333257918661,False,False,False,0
feature_110,0,0.0,0.10789846359592115,1.0,0,0.0,0.0,False,False,False,0
feature_147,0,0.0,0.10781415963901152,0.6666666666666666,0,0.0,0.00012684370526433453,False,False,False,0
feature_367,0,0.0,0.10755740070831617,0.6666666666666667,0,0.0,-0.00010393915595171878,False,False,False,0
feature_543,0,0.0,0.10736881277898476,1.0,0,0.0,-3.482245620464267e-05,False,False,False,0
feature_274,0,0.0,0.10623127801515932,1.0,0,0.0,-0.0013304283700397417,False,False,False,0
feature_063,0,0.0,0.10540938063390087,0.6666666666666666,0,0.0,-0.00025628543167076904,False,False,False,0
feature_111,0,0.0,0.10439015169596266,1.0,0,0.0,8.851301608279322e-05,False,False,False,0
feature_217,0,0.0,0.1042212056423769,0.6666666666666666,0,0.0,-0.0010085247193091884,False,False,False,0
feature_095,0,0.0,0.10416870097312113,1.0,0,0.0,-8.377340041412079e-05,False,False,False,0
feature_065,0,0.0,0.10389220858655994,1.0,0,0.0,2.9133574702582416e-05,False,False,False,0
feature_239,0,0.0,0.10270638047022178,0.6666666666666666,0,0.0,0.00041656977790376315,False,False,False,0
feature_484,0,0.0,0.10168921595921236,0.6666666666666667,0,0.0,0.00036320017332990164,False,False,False,0
feature_429,0,0.0,0.09999949948318336,1.0,0,0.0,-0.002911852971730975,False,False,False,0
feature_286,0,0.0,0.09936539820141467,0.6666666666666666,0,0.0,0.007607787291393942,False,False,False,0
feature_557,0,0.0,0.09843027888495791,0.6666666666666666,0,0.0,5.778805270472638e-05,False,False,False,0
feature_222,0,0.0,0.09828855950770876,0.6666666666666667,0,0.0,0.00024012228990469598,False,False,False,0
feature_054,0,0.0,0.09803180237521318,0.6666666666666667,0,0.0,0.0002617157138951231,False,False,False,0
feature_129,0,0.0,0.0976312571716959,1.0,0,0.0,-0.0005855094060545652,False,False,False,0
feature_459,0,0.0,0.09654604440173309,0.6666666666666666,0,0.0,-0.0007616600532348097,False,False,False,0
feature_360,0,0.0,0.09654009141270146,0.6666666666666667,0,0.0,-0.00043312922005965077,False,False,False,0
feature_311,0,0.0,0.09591745796528058,0.6666666666666667,0,0.0,0.0003052690498036704,False,False,False,0
feature_016,0,0.0,0.09453787658417061,0.6666666666666667,0,0.0,-0.00014601266612152767,False,False,False,0
feature_580,0,0.0,0.09374486758786936,1.0,0,0.0,0.00018714198270804402,False,False,False,0
feature_334,0,0.0,0.09304070174053769,0.6666666666666667,0,0.0,0.006463590709261824,False,False,False,0
feature_420,0,0.0,0.0925086608903904,0.6666666666666666,0,0.0,0.00041281384214751404,False,False,False,0
feature_293,0,0.0,0.0912057952322075,0.6666666666666667,0,0.0,-3.7101823070543866e-05,False,False,False,0
feature_550,0,0.0,0.09116893859589681,0.6666666666666667,0,0.0,-0.0003646435446531075,False,False,False,0
feature_353,0,0.0,0.09087011839352803,1.0,0,0.0,-0.0005255111560727768,False,False,False,0
feature_551,0,0.0,0.08949393787876547,0.6666666666666666,0,0.0,-0.0008307456626684362,False,False,False,0
feature_002,0,0.0,0.08935165599228173,0.6666666666666666,0,0.0,-0.0005589597913741962,False,False,False,0
feature_413,0,0.0,0.08930838096712966,1.0,0,0.0,-0.0002544566233592964,False,False,False,0
feature_200,0,0.0,0.08846189084486887,1.0,0,0.0,-0.0005499269170898862,False,False,False,0
feature_123,0,0.0,0.08817491696331407,0.6666666666666666,0,0.0,0.0008172268439670935,False,False,False,0
feature_411,0,0.0,0.087865761924261,0.6666666666666666,0,0.0,8.59513218257335e-05,False,False,False,0
feature_527,0,0.0,0.0877334556059964,0.6666666666666667,0,0.0,0.0005670327181923687,False,False,False,0
feature_318,0,0.0,0.08771403747303064,0.6666666666666667,0,0.0,-0.00041609875414942016,False,False,False,0
feature_267,0,0.0,0.08743716427823471,0.6666666666666667,0,0.0,-2.405365458835416e-05,False,False,False,0
feature_516,0,0.0,0.08732689941217779,1.0,0,0.0,0.0,False,False,False,0
feature_171,0,0.0,0.08698697918052851,0.6666666666666666,0,0.0,-0.0004447520511393138,False,False,False,0
feature_416,0,0.0,0.08661511367790675,0.6666666666666667,0,0.0,-0.0003927621337973615,False,False,False,0
feature_324,0,0.0,0.08634914426395668,0.6666666666666667,0,0.0,0.00019335304122767663,False,False,False,0
feature_521,0,0.0,0.08623951993059499,0.6666666666666667,0,0.0,1.0771781906217711e-05,False,False,False,0
feature_066,0,0.0,0.08613380163289652,0.6666666666666666,0,0.0,0.0002354274873052774,False,False,False,0
feature_136,0,0.0,0.08540122710163384,1.0,0,0.0,-5.261060925852401e-05,False,False,False,0
feature_570,0,0.0,0.08496194107535665,1.0,0,0.0,-0.0001471423187785381,False,False,False,0
feature_405,0,0.0,0.08439669458776732,0.6666666666666667,0,0.0,0.007195361223608438,False,False,False,0
feature_223,0,0.0,0.08414622393662845,0.6666666666666667,0,0.0,0.0005646689027979233,False,False,False,0
feature_255,0,0.0,0.08346668957833464,0.6666666666666667,0,0.0,0.00023116280459919674,False,False,False,0
feature_187,0,0.0,0.0827512498378677,0.6666666666666666,0,0.0,-5.826958735182278e-05,False,False,False,0
feature_188,0,0.0,0.08229589380096462,0.6666666666666666,0,0.0,-0.0006894444560256722,False,False,False,0
feature_273,0,0.0,0.08109111691058189,1.0,0,0.0,-0.0016269338795966805,False,False,False,0
feature_383,0,0.0,0.0802065130594473,1.0,0,0.0,-4.0197592042053804e-05,False,False,False,0
feature_029,0,0.0,0.07994454063282329,0.6666666666666666,0,0.0,-3.178127858901066e-05,False,False,False,0
feature_184,0,0.0,0.07960942798647397,0.6666666666666667,0,0.0,-0.0005760374387154074,False,False,False,0
feature_409,0,0.0,0.07822984305098964,1.0,0,0.0,-0.0005367509850063868,False,False,False,0
feature_244,0,0.0,0.07757872694793362,1.0,0,0.0,6.859350307826991e-06,False,False,False,0
feature_132,0,0.0,0.07729112580616354,0.6666666666666666,0,0.0,0.002719433422732753,False,False,False,0
feature_579,0,0.0,0.07702958594942538,1.0,0,0.0,-5.2254651010136266e-05,False,False,False,0
feature_208,0,0.0,0.07657444591346341,0.6666666666666666,0,0.0,-6.823410794793642e-05,False,False,False,0
feature_482,0,0.0,0.07642950376417008,0.6666666666666667,0,0.0,0.0010823739878187257,False,False,False,0
feature_432,0,0.0,0.07640715760388067,0.6666666666666667,0,0.0,-0.0003813452981718604,False,False,False,0
feature_581,0,0.0,0.07638282197060818,1.0,0,0.0,-0.00026851447109491213,False,False,False,0
feature_447,0,0.0,0.07586311254051176,0.6666666666666666,0,0.0,-0.00021470642741123957,False,False,False,0
feature_496,0,0.0,0.07571102602786227,0.6666666666666667,0,0.0,-0.0005078728877119421,False,False,False,0
feature_102,0,0.0,0.07567844942272434,0.6666666666666667,0,0.0,-0.0004856416253965459,False,False,False,0
feature_556,0,0.0,0.07567635123687927,0.6666666666666667,0,0.0,-0.00028155843058277284,False,False,False,0
feature_211,0,0.0,0.07491133060446319,1.0,0,0.0,-8.316059531457267e-05,False,False,False,0
feature_212,0,0.0,0.07476981561504287,0.6666666666666667,0,0.0,-0.0011757582369149048,False,False,False,0
feature_174,0,0.0,0.07391006161849394,1.0,0,0.0,0.0073716510520585275,False,False,False,0
feature_105,0,0.0,0.07379463478680066,1.0,0,0.0,0.0005623178355858171,False,False,False,0
feature_172,0,0.0,0.07227464655359027,1.0,0,0.0,0.004183426760687204,False,False,False,0
feature_176,0,0.0,0.07190967486256757,0.6666666666666666,0,0.0,-0.00021845586653638518,False,False,False,0
feature_137,0,0.0,0.07183967545256717,0.6666666666666666,0,0.0,-0.00028426321716091413,False,False,False,0
feature_306,0,0.0,0.07055103776937714,0.6666666666666667,0,0.0,0.0002802084793898042,False,False,False,0
feature_564,0,0.0,0.06966558142439429,0.6666666666666666,0,0.0,7.991439753015192e-05,False,False,False,0
feature_343,0,0.0,0.06872927545549727,0.6666666666666666,0,0.0,-0.001075804728797474,False,False,False,0
feature_298,0,0.0,0.06662455565278556,0.6666666666666667,0,0.0,1.1614495867408943e-05,False,False,False,0
feature_491,0,0.0,0.06637964099001376,0.6666666666666666,0,0.0,-0.0011356272009698913,False,False,False,0
feature_185,0,0.0,0.0661876192421093,1.0,0,0.0,0.00032652651021335285,False,False,False,0
feature_410,0,0.0,0.0657118574724383,0.6666666666666666,0,0.0,-0.0001270536640230268,False,False,False,0
feature_182,0,0.0,0.06570340337832752,1.0,0,0.0,-0.00038214204331029944,False,False,False,0
feature_287,0,0.0,0.06484681786197716,0.6666666666666667,0,0.0,-0.0014204192355515243,False,False,False,0
feature_583,0,0.0,0.06437787774334996,0.6666666666666666,0,0.0,-0.0002207114101709797,False,False,False,0
feature_290,0,0.0,0.06266649508365811,1.0,0,0.0,-0.0009696641705213144,False,False,False,0
feature_470,0,0.0,0.062358692000264775,0.6666666666666667,0,0.0,-0.0009270572676911129,False,False,False,0
feature_337,0,0.0,0.06223159898563058,0.6666666666666667,0,0.0,0.00023299583350533314,False,False,False,0
feature_040,0,0.0,0.0620653695293872,0.6666666666666667,0,0.0,-0.0006667220775516319,False,False,False,0
feature_323,0,0.0,0.06081214976680766,0.6666666666666667,0,0.0,-0.0005703211753791813,False,False,False,0
feature_575,0,0.0,0.06076904964038293,0.6666666666666667,0,0.0,-0.00028782704581858633,False,False,False,0
feature_050,0,0.0,0.059410084913154915,0.6666666666666666,0,0.0,-0.0005286751585911858,False,False,False,0
feature_098,0,0.0,0.05927221771979339,1.0,0,0.0,-9.940249917127451e-05,False,False,False,0
feature_321,0,0.0,0.0591106330718049,0.6666666666666667,0,0.0,-0.0003699150074634365,False,False,False,0
feature_093,0,0.0,0.05890130941608695,1.0,0,0.0,6.362711409968469e-07,False,False,False,0
feature_220,0,0.0,0.058433724490928096,1.0,0,0.0,-9.664780975078635e-05,False,False,False,0
feature_215,0,0.0,0.05818042788369992,0.6666666666666667,0,0.0,-0.0005857471436540754,False,False,False,0
feature_320,0,0.0,0.056291535123823455,0.6666666666666667,0,0.0,-0.00022221504560098067,False,False,False,0
feature_565,0,0.0,0.055978394155488165,1.0,0,0.0,-0.0007438249757706019,False,False,False,0
feature_084,0,0.0,0.05506639066626686,0.6666666666666666,0,0.0,-0.0002919420612793754,False,False,False,0
feature_297,0,0.0,0.05505303510259383,0.6666666666666667,0,0.0,-0.00015557443484219327,False,False,False,0
feature_159,0,0.0,0.05294709400197698,0.6666666666666666,0,0.0,-0.00033224618557114847,False,False,False,0
feature_096,0,0.0,0.05277893007535502,0.6666666666666667,0,0.0,0.00010196182009831942,False,False,False,0
feature_092,0,0.0,0.052263224543899985,1.0,0,0.0,3.66456225608442e-05,False,False,False,0
feature_312,0,0.0,0.05197204085641766,1.0,0,0.0,0.00023117724588899184,False,False,False,0
feature_454,0,0.0,0.05183227517683725,0.6666666666666666,0,0.0,-0.00019524498031297765,False,False,False,0
feature_510,0,0.0,0.05132910242281926,0.6666666666666666,0,0.0,-0.0012268736579365165,False,False,False,0
feature_442,0,0.0,0.05084583033339952,0.6666666666666667,0,0.0,3.066968403626067e-05,False,False,False,0
feature_238,0,0.0,0.0506409053756802,0.6666666666666666,0,0.0,0.00016723573452638967,False,False,False,0
feature_281,0,0.0,0.05044025765354956,0.6666666666666667,0,0.0,0.003812532982267193,False,False,False,0
feature_572,0,0.0,0.049791832611454444,1.0,0,0.0,-0.0005591408575530961,False,False,False,0
feature_291,0,0.0,0.04874661881956549,0.6666666666666667,0,0.0,-0.0005581112891093152,False,False,False,0
feature_073,0,0.0,0.0486057698448768,1.0,0,0.0,0.00018731515882361438,False,False,False,0
feature_023,0,0.0,0.04828629405247018,0.6666666666666667,0,0.0,0.0004271521519412645,False,False,False,0
feature_294,0,0.0,0.04481574305572248,0.6666666666666666,0,0.0,-4.749145434756788e-05,False,False,False,0
feature_288,0,0.0,0.044272700758934885,0.6666666666666666,0,0.0,-0.001257889515179607,False,False,False,0
feature_140,0,0.0,0.04396782493796511,1.0,0,0.0,-0.0003278094904128322,False,False,False,0
feature_585,0,0.0,0.043381876359490625,0.6666666666666666,0,0.0,-0.0006660896645252929,False,False,False,0
feature_026,0,0.0,0.04297438578945739,0.6666666666666667,0,0.0,0.00012869396835081306,False,False,False,0
feature_201,0,0.0,0.041747465001402535,1.0,0,0.0,-0.00033933893113841096,False,False,False,0
feature_492,0,0.0,0.04074290935836422,1.0,0,0.0,-1.206318069773344e-05,False,False,False,0
feature_228,0,0.0,0.04049150277384957,1.0,0,0.0,0.0006140857696809891,False,False,False,0
feature_479,0,0.0,0.03897336830460279,1.0,0,0.0,-0.0007212047507508666,False,False,False,0
feature_574,0,0.0,0.0383805422781393,0.6666666666666667,0,0.0,-0.00032183990201747507,False,False,False,0
feature_253,0,0.0,0.03800785998533844,0.6666666666666667,0,0.0,-0.0003972080674456046,False,False,False,0
feature_436,0,0.0,0.03773118746260581,0.6666666666666666,0,0.0,-0.0003452018940363721,False,False,False,0
feature_435,0,0.0,0.036983355891147915,1.0,0,0.0,-0.0004938938968626944,False,False,False,0
feature_359,0,0.0,0.03614440306131446,1.0,0,0.0,-0.0002783117188997139,False,False,False,0
feature_283,0,0.0,0.034673661663635925,0.6666666666666667,0,0.0,2.7698714297939094e-05,False,False,False,0
feature_088,0,0.0,0.03463831308978529,0.6666666666666666,0,0.0,-0.00020712114379060052,False,False,False,0
feature_362,0,0.0,0.033662163213508865,0.6666666666666667,0,0.0,-0.00017830366697114887,False,False,False,0
feature_567,0,0.0,0.03323725145871428,1.0,0,0.0,0.003953553157851839,False,False,False,0
feature_227,0,0.0,0.03241718523437268,0.6666666666666666,0,0.0,0.00873097882526397,False,False,False,0
feature_310,0,0.0,0.032334426555467165,0.6666666666666666,0,0.0,-4.7251784219965664e-05,False,False,False,0
feature_198,0,0.0,0.03211687500460151,0.6666666666666667,0,0.0,-0.00047053679344577953,False,False,False,0
feature_289,0,0.0,0.03204689710958752,0.6666666666666666,0,0.0,-0.0003353539010736019,False,False,False,0
feature_511,0,0.0,0.031752857674772296,0.6666666666666667,0,0.0,0.00041034415258716896,False,False,False,0
feature_578,0,0.0,0.031204837710420985,0.6666666666666667,0,0.0,-0.00012272326583007682,False,False,False,0
feature_468,0,0.0,0.031138808795433306,0.6666666666666667,0,0.0,-0.0006099804212868633,False,False,False,0
feature_043,0,0.0,0.03076335310959216,1.0,0,0.0,0.000214875698610927,False,False,False,0
feature_207,0,0.0,0.030163684286246852,0.6666666666666666,0,0.0,-0.0003840174303185913,False,False,False,0
feature_391,0,0.0,0.029536786108365826,0.6666666666666666,0,0.0,-0.0006516465323762546,False,False,False,0
feature_376,0,0.0,0.02772760905514321,1.0,0,0.0,0.00038408949797416684,False,False,False,0
feature_148,0,0.0,0.026658837756429313,1.0,0,0.0,-0.00010854317534822466,False,False,False,0
feature_356,0,0.0,0.02601333751175591,0.6666666666666666,0,0.0,-0.0006418323611743632,False,False,False,0
feature_559,0,0.0,0.02508672350384636,1.0,0,0.0,0.00013509411241079743,False,False,False,0
feature_427,0,0.0,0.023242250865098568,0.6666666666666667,0,0.0,9.192037604087201e-05,False,False,False,0
feature_472,0,0.0,0.0214695532141962,0.6666666666666667,0,0.0,1.959562855765536e-05,False,False,False,0
feature_154,0,0.0,0.021248105588474096,0.6666666666666667,0,0.0,-0.0008183387203594606,False,False,False,0
feature_139,0,0.0,0.02078705205987341,0.6666666666666666,0,0.0,0.006921633760503688,False,False,False,0
feature_336,0,0.0,0.014582318403205912,1.0,0,0.0,0.003427505163238668,False,False,False,0
feature_384,0,0.0,3.5097558717676447e-05,1.0,0,0.0,0.0,False,False,False,0
feature_005,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_013,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_042,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_049,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_052,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_069,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_074,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_097,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_141,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_149,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_178,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_179,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_186,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_189,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_190,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_191,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_192,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_193,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_194,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_206,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_209,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_226,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_229,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_230,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_231,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_232,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_233,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_234,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_235,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_236,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_237,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_240,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_241,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_242,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_243,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_256,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_257,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_258,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_259,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_260,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_261,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_262,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_263,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_264,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_265,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_266,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_276,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_284,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_313,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_314,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_315,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_322,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_325,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_326,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_327,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_328,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_329,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_330,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_342,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_347,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_364,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_369,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_370,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_371,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_372,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_373,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_374,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_375,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_378,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_379,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_380,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_381,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_394,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_395,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_396,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_397,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_398,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_399,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_400,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_401,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_402,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_403,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_404,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_414,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_422,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_449,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_450,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_451,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_458,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_461,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_462,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_463,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_464,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_465,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_466,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_478,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_481,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_498,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_501,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_502,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_503,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_504,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_505,0,0.0,,,0,0.0,0.0,False,False,False,0
feature_506,0,0.0,,,0,0.0,0.0,False,False,False,0
