feature,positive_top_k_count,mean_ap_drop,ap_drop_std_across_folds,median_positive_rank,positive_top_k_frequency
feature_140,0,-0.0003278094904128322,0.0005056852584738766,163.0,0.0
feature_407,0,-0.0003291988770188137,0.0006262833811779488,173.0,0.0
feature_159,0,-0.00033224618557114847,0.0007475191963153811,191.0,0.0
feature_038,0,-0.0003329969287631541,0.0003701030547053236,,0.0
feature_062,0,-0.00033361459659608333,0.0007388511051363121,193.0,0.0
feature_289,0,-0.0003353539010736019,0.00015139222267412597,,0.0
feature_201,0,-0.00033933893113841096,0.00024082321052081273,,0.0
feature_441,0,-0.0003450944653167877,0.0002602994113871501,,0.0
feature_436,0,-0.0003452018940363721,0.0004120641769867402,,0.0
feature_068,0,-0.0003548404107643583,0.0006964517668893048,86.0,0.0
feature_056,0,-0.0003582134963057958,5.985128354780421e-05,,0.0
feature_540,0,-0.00036282664967171433,0.0014537882479152494,116.0,0.0
feature_550,0,-0.0003646435446531075,0.00032870316111074477,,0.0
feature_133,0,-0.0003661502938805536,0.0002839340187866834,,0.0
feature_455,0,-0.0003677165042440448,0.0010912059045268844,59.0,0.0
feature_321,0,-0.0003699150074634365,0.0006047364487018699,152.0,0.0
feature_467,0,-0.00037298803079846647,0.0006928260683074059,100.0,0.0
feature_083,0,-0.00037705660131728434,0.0004840053047270249,,0.0
feature_180,0,-0.0003801038275308136,0.000465501115554771,193.0,0.0
feature_432,0,-0.0003813452981718604,0.0007732690658963826,167.0,0.0
feature_182,0,-0.00038214204331029944,0.0008704413788498723,56.0,0.0
feature_207,0,-0.0003840174303185913,0.001449527280186162,38.0,0.0
feature_416,0,-0.0003927621337973615,0.0009515658324777233,185.0,0.0
feature_055,0,-0.00039467528609253414,0.0005018873991838032,,0.0
feature_253,0,-0.0003972080674456046,0.0005070992412024181,170.0,0.0
feature_195,0,-0.00040716247370126677,0.00022403111414974347,,0.0
feature_554,0,-0.0004097812369983417,0.00011404107000345003,,0.0
feature_170,0,-0.00041046571143592666,0.00030818458492836115,,0.0
feature_385,0,-0.00041173215667713063,0.00016417732380090278,,0.0
feature_318,0,-0.00041609875414942016,0.0006890099334855224,152.0,0.0
feature_126,0,-0.0004171474355452014,0.001194504472539863,143.5,0.0
feature_586,0,-0.00042149238729028175,0.00024326239503152168,,0.0
feature_440,0,-0.0004227148177370485,7.478169221833067e-05,,0.0
feature_444,0,-0.00043049317390565556,0.0014891054475828377,130.0,0.0
feature_360,0,-0.00043312922005965077,6.931533860344778e-05,,0.0
feature_101,0,-0.0004438901250005678,0.00031018191255826987,,0.0
feature_171,0,-0.0004447520511393138,0.0015196096326655956,39.0,0.0
feature_143,0,-0.0004467016775992676,0.0007550844352113371,94.0,0.0
feature_302,0,-0.00045760781823073193,0.0007738503071386373,191.0,0.0
feature_145,0,-0.0004603524921218459,0.0008818148108004479,164.0,0.0
feature_354,0,-0.00046847434298116384,0.0008633196321264803,189.0,0.0
feature_198,0,-0.00047053679344577953,0.000556198080396443,176.0,0.0
feature_357,0,-0.0004795540791294554,0.0012620890827949641,150.5,0.0
feature_426,0,-0.00048216578517036823,0.002280780333965097,67.5,0.0
feature_102,0,-0.0004856416253965459,0.0007783062676394259,149.0,0.0
feature_493,0,-0.00048661974084622295,0.0006269153195354084,,0.0
feature_435,0,-0.0004938938968626944,0.000713895350178749,124.0,0.0
feature_006,0,-0.0005021503003149571,0.00023991845558048955,,0.0
feature_496,0,-0.0005078728877119421,0.0004159639067342779,,0.0
feature_552,0,-0.0005184619964975645,0.0002688784940629055,,0.0
feature_555,0,-0.0005231250457487351,0.0008022845519770438,157.0,0.0
feature_353,0,-0.0005255111560727768,0.00032462202686659537,,0.0
feature_587,0,-0.000527109244485112,0.0012883625915396453,80.0,0.0
feature_050,0,-0.0005286751585911858,0.001328081237490834,108.0,0.0
feature_150,0,-0.0005301550156946629,0.0006741666292207965,181.0,0.0
feature_177,0,-0.0005307188804205869,0.0007688400298787838,137.0,0.0
feature_121,0,-0.000531781817216235,0.001705951226810716,96.5,0.0
feature_071,0,-0.0005329249167023207,0.0008302610670780591,139.0,0.0
feature_409,0,-0.0005367509850063868,0.001106138138109042,89.0,0.0
feature_200,0,-0.0005499269170898862,0.0017716712645360498,100.0,0.0
feature_037,0,-0.0005504522189142108,0.0007168761903833679,140.0,0.0
feature_393,0,-0.0005546465902905014,0.0008215616690847932,,0.0
feature_291,0,-0.0005581112891093152,0.0004287970164454599,,0.0
feature_002,0,-0.0005589597913741962,0.0003099477613463295,,0.0
feature_572,0,-0.0005591408575530961,0.0005078502840213059,,0.0
feature_020,0,-0.000561166898033684,0.0003605907217839116,,0.0
feature_323,0,-0.0005703211753791813,0.0003606017503606103,,0.0
feature_184,0,-0.0005760374387154074,0.00015439158512066376,,0.0
feature_129,0,-0.0005855094060545652,0.0015918619495136847,22.0,0.0
feature_215,0,-0.0005857471436540754,0.0008054815914438333,189.0,0.0
feature_488,0,-0.0005909082088701607,0.00022746449056270808,,0.0
feature_058,0,-0.0006016756841206296,0.0006658304150585567,207.0,0.0
feature_468,0,-0.0006099804212868633,0.0014181724566296264,99.0,0.0
feature_338,0,-0.0006160703045269286,0.0025800773783071027,77.0,0.0
feature_569,0,-0.0006339736246880126,0.0012712205090988627,128.0,0.0
feature_091,0,-0.0006368243578510539,0.0013034993145187256,190.5,0.0
feature_009,0,-0.0006374996506617911,0.0013699344308137058,64.0,0.0
feature_041,0,-0.0006408789627200309,0.001092221680640148,139.0,0.0
feature_356,0,-0.0006418323611743632,0.001090237468708522,96.0,0.0
feature_391,0,-0.0006516465323762546,0.0012605834834597057,107.0,0.0
feature_548,0,-0.000659525691148324,0.0007348821333561669,229.0,0.0
feature_558,0,-0.0006628656523683648,0.000890397003279989,,0.0
feature_585,0,-0.0006660896645252929,0.0008355563706088172,136.0,0.0
feature_040,0,-0.0006667220775516319,0.0024737902013509147,76.5,0.0
feature_188,0,-0.0006894444560256722,0.0018629159291877976,37.0,0.0
feature_316,0,-0.0006957431476541676,0.0002940818933391344,,0.0
feature_087,0,-0.0007118246357536079,0.0016365700204063122,87.0,0.0
feature_479,0,-0.0007212047507508666,0.0009602447117416621,141.0,0.0
feature_017,0,-0.0007316997872836257,0.000749508500137095,,0.0
feature_210,0,-0.0007320298921108681,0.0009256050528615836,160.0,0.0
feature_012,0,-0.0007410769673214432,0.0011989545663264537,122.0,0.0
feature_565,0,-0.0007438249757706019,0.0005948929248231806,,0.0
feature_138,0,-0.0007560799677763119,0.00046676789673247846,,0.0
feature_459,0,-0.0007616600532348097,0.0006139053566624047,,0.0
feature_203,0,-0.0007650106609531515,0.0009587803114522874,,0.0
feature_344,0,-0.000766879406244153,0.000350079007451338,,0.0
feature_349,0,-0.0007754690619184026,0.00023484076960096485,,0.0
feature_004,0,-0.0008009587566167759,0.0009336263016980656,188.0,0.0
feature_494,0,-0.000801803777356321,0.0006938064849485147,,0.0
feature_081,0,-0.0008024875555961183,0.0009813776187834475,219.0,0.0
feature_154,0,-0.0008183387203594606,0.0009633760827074308,,0.0
feature_551,0,-0.0008307456626684362,0.0018962536924507325,151.0,0.0
feature_500,0,-0.0008465526757966227,0.0010235391886880187,,0.0
feature_015,0,-0.0009033650000431723,0.0012006418719981075,193.0,0.0
feature_485,0,-0.0009083129772225743,0.002380913802154304,122.0,0.0
feature_216,0,-0.0009132002916620138,0.0009778399757865712,228.0,0.0
feature_282,0,-0.0009193632183196796,0.0007283895723054755,,0.0
feature_470,0,-0.0009270572676911129,0.0008923815428491861,,0.0
feature_044,0,-0.0009413379160512677,0.0008409393461966026,,0.0
feature_290,0,-0.0009696641705213144,0.0003262280705619158,,0.0
feature_030,0,-0.000991333257918661,0.0008534489709077389,,0.0
feature_217,0,-0.0010085247193091884,0.0015213088832867574,109.0,0.0
feature_122,0,-0.0010552369724565484,0.0009843276125473552,,0.0
feature_130,0,-0.0010554018968169886,0.002263122058302507,35.0,0.0
feature_343,0,-0.001075804728797474,0.00041953947851239374,,0.0
feature_348,0,-0.001102434466911243,0.002241436548127909,168.5,0.0
feature_352,0,-0.0011132106313217413,0.0014306325864593661,183.0,0.0
feature_491,0,-0.0011356272009698913,0.0017842685664707114,,0.0
feature_280,0,-0.0011571967144772821,0.002002077881543283,191.0,0.0
feature_520,0,-0.0011630798393686668,0.0023790252780686613,124.0,0.0
feature_212,0,-0.0011757582369149048,0.001768486961574491,206.0,0.0
feature_522,0,-0.001187586611891309,0.0006757397078088383,,0.0
feature_153,0,-0.0012145238702911244,0.002132958177227607,127.0,0.0
feature_036,0,-0.001215333105298317,0.0010990317711984377,,0.0
feature_000,0,-0.001215482380658591,0.0009754697171345683,,0.0
feature_510,0,-0.0012268736579365165,0.0009285316527746891,,0.0
feature_288,0,-0.001257889515179607,0.0017514304639003457,232.0,0.0
feature_274,0,-0.0013304283700397417,0.0027538420549197955,155.5,0.0
feature_287,0,-0.0014204192355515243,0.0028890674716953186,157.5,0.0
feature_199,0,-0.0014301288674664408,0.0002464940719857872,,0.0
feature_051,0,-0.001441601998327032,0.0017514944495105366,198.0,0.0
feature_032,0,-0.0015189558808328927,0.0015011316341023123,,0.0
feature_196,0,-0.0016042323025565958,0.0018787127146732605,188.0,0.0
feature_045,0,-0.0016045156423148525,0.002262080663366663,,0.0
feature_273,0,-0.0016269338795966805,0.0018449429532829769,,0.0
feature_008,0,-0.0016339051438495407,0.003382046424684891,135.5,0.0
feature_386,0,-0.0016507301100490562,0.002451612829849665,143.0,0.0
feature_523,0,-0.0017167103244329828,0.0026347732057703955,,0.0
feature_146,0,-0.0017569053134708617,0.0015067937839893652,,0.0
feature_076,0,-0.0018984234148055861,0.0024221473786912276,221.0,0.0
feature_118,0,-0.002251531832989923,0.003452775306489088,66.0,0.0
feature_205,0,-0.0027544069357084786,0.005485088782469158,108.0,0.0
feature_086,0,-0.0028184503020051103,0.0028610358156461626,115.0,0.0
feature_120,0,-0.002836506962043009,0.0032374014446374987,,0.0
feature_429,0,-0.002911852971730975,0.004487642431103977,,0.0
feature_079,0,-0.002953405301178937,0.004843538765465939,,0.0
feature_048,0,-0.003335765380506696,0.00533645986815513,,0.0
feature_307,0,-0.004444444948560092,0.007706843074294927,32.0,0.0
feature_377,0,-0.005154789928554352,0.0072841774371249,,0.0
feature_477,0,-0.006815874552586798,0.011370196274604035,70.0,0.0
