feature,folds_retained,top_k_count,mean_standardized_coefficient,mean_absolute_coefficient,coefficient_std,positive_sign_fraction,sign_consistency,retained_frequency,top_k_frequency
feature_038,15,0,-0.1612793416988198,0.21865553670336316,0.23332154335247096,0.2,0.8,1.0,0.0
feature_172,15,0,0.21858230854113492,0.21858230854113492,0.08880131829259653,1.0,1.0,1.0,0.0
feature_218,15,0,-0.19682231333437503,0.2183026810967444,0.1492007942527568,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_308,15,0,-0.16255972911582905,0.21733455995428377,0.1910526586582232,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_489,15,0,0.16172494858486144,0.2171145770101304,0.19407248864115745,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_269,15,0,0.21362117198903904,0.21667594250882768,0.15544845944359922,0.9333333333333333,0.9333333333333333,1.0,0.0
feature_088,15,0,-0.1199714291795344,0.21657906367280114,0.23959792305737246,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_247,15,0,0.16242750026082026,0.2164682065227019,0.22704095602262267,0.8,0.8,1.0,0.0
feature_272,15,0,-0.1421093907718764,0.21646377518817345,0.23043350303473567,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_057,15,0,-0.20814021354297058,0.21626139574076927,0.13637547323890775,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_445,15,0,0.21602497142411312,0.21602497142411312,0.0919679587181197,1.0,1.0,1.0,0.0
feature_560,15,0,-0.14429514533672866,0.2152816200338742,0.22288136971269995,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_279,15,0,0.0662186904474524,0.21409850273519934,0.26825940178953417,0.6,0.6,1.0,0.0
feature_036,15,0,0.21198948165232814,0.2134317290781871,0.11197054339623065,0.9333333333333333,0.9333333333333333,1.0,0.0
feature_034,15,0,-0.21194946005895382,0.2133916743749145,0.11193659467882996,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_544,15,0,-0.21065657143436214,0.21293809134352717,0.11243220389826163,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_151,15,0,-0.21012647961765293,0.21206543731428418,0.13429725032539733,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_495,15,0,-0.1702154226112356,0.2119437774055398,0.17030164608846046,0.2,0.8,1.0,0.0
feature_054,15,0,-0.2051617678423995,0.20978112163883111,0.12483821621055727,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_228,15,0,0.18606949090791694,0.20971429101551078,0.22217849070263399,0.8,0.8,1.0,0.0
feature_589,15,0,-0.014887417455313476,0.20821544287532243,0.2556820770292057,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_109,15,0,-0.18562039018048238,0.20544133081738522,0.19636553826849032,0.2,0.8,1.0,0.0
feature_443,15,0,0.20487154364084956,0.20487154364084956,0.09119458041441864,1.0,1.0,1.0,0.0
feature_212,15,0,-0.20014332989776765,0.20486396431947576,0.12254438617275415,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_084,15,0,-0.06349232620896486,0.203996728400363,0.24024583783948725,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_200,15,0,0.16257819669458456,0.20384513598415474,0.21474199960712037,0.8,0.8,1.0,0.0
feature_430,15,0,0.20356726286268503,0.20356726286268503,0.09193964710225651,1.0,1.0,1.0,0.0
feature_411,15,0,0.1936817614306518,0.20336029010148646,0.12203216438428749,0.9333333333333333,0.9333333333333333,1.0,0.0
feature_487,15,0,0.07170280766324752,0.2019778622760193,0.21397738137717168,0.6,0.6,1.0,0.0
feature_569,15,0,-0.151098382183111,0.2015239064338491,0.17795600311641255,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_063,15,0,-0.09060998612954144,0.2011716039394156,0.22307733131679372,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_439,15,0,-0.14786409980560897,0.200676881949239,0.1969134192909798,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_227,15,0,-0.14225092250616692,0.2000252421110135,0.18490815370638505,0.2,0.8,1.0,0.0
feature_416,15,0,-0.17432922266942763,0.19879077548616167,0.1293452159819768,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_304,15,0,-0.1840923768701462,0.1986827184214122,0.15375869923255858,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_114,15,0,0.02289984054976226,0.19826487366647647,0.24519518278007096,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_043,15,0,-0.059208236306575075,0.1979639398612627,0.24720683330067894,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_568,15,0,0.19655590159838934,0.19776959523242357,0.12452657194940238,0.9333333333333333,0.9333333333333333,1.0,0.0
feature_196,15,0,-0.15592930888522158,0.19591934399384828,0.16271024967862927,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_390,15,0,-0.06893970188364065,0.19573115971075444,0.2912532185907588,0.6,0.6,1.0,0.0
feature_432,15,0,-0.15203004181325944,0.19457346312688167,0.16203676887253016,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_023,15,0,0.18758458051483642,0.19455141943348617,0.16239231987467997,0.8666666666666667,0.8666666666666667,1.0,0.0
feature_579,15,0,0.09464640363479689,0.1931829425495478,0.21288750093266176,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_195,15,0,0.18514867535651808,0.19271935746913668,0.13599221885429144,0.9333333333333333,0.9333333333333333,1.0,0.0
feature_011,15,0,-0.00962921166161602,0.19268322240885383,0.2519977284974293,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_055,15,0,0.07907660911777571,0.19005978587045708,0.21658702380831024,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_480,15,0,-0.1459536953618684,0.19003665673088427,0.1711240228783271,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_437,15,0,0.12393369604572596,0.18969706384485485,0.21207789036687777,0.6,0.6,1.0,0.0
feature_320,15,0,-0.14250665137768995,0.18965019565725383,0.17952492161170722,0.2,0.8,1.0,0.0
feature_467,15,0,0.18927276779301866,0.18927276779301866,0.10064477242976132,1.0,1.0,1.0,0.0
feature_008,15,0,-0.08014327130596192,0.1885728698854365,0.23460306924897667,0.4,0.6,1.0,0.0
feature_303,15,0,-0.04869284693267003,0.18830139617025238,0.22076209370073002,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_339,15,0,-0.1784573730479333,0.18822342059141853,0.11365769074094292,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_073,15,0,-0.045555039032197736,0.18819260807963845,0.2207083898019586,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_037,15,0,-0.010383668599262697,0.18798999345682463,0.2321721357827549,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_003,15,0,-0.018165449742491204,0.18746012193877554,0.25385190397570534,0.4,0.6,1.0,0.0
feature_224,15,0,-0.15920517091328923,0.1868173502969567,0.16359984349177234,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_521,15,0,-0.1096821849463469,0.1863923193903301,0.1957174955442006,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_163,15,0,-0.07423487629684919,0.18631724627774526,0.19791786980110107,0.4,0.6,1.0,0.0
feature_484,15,0,-0.13402208833261745,0.18621280963333517,0.1848879309710899,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_252,15,0,0.1707841977912389,0.18596322482063815,0.19074673286575636,0.8666666666666667,0.8666666666666667,1.0,0.0
feature_323,15,0,0.160922740912563,0.18578702665185265,0.14188679447151845,0.9333333333333333,0.9333333333333333,1.0,0.0
feature_549,15,0,-0.18416852599881947,0.18513504860103847,0.16520344927101532,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_419,15,0,0.12410711956473533,0.18464394314970614,0.1779938442649495,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_459,15,0,0.14101746456757253,0.1840610301035672,0.15714641859887762,0.8,0.8,1.0,0.0
feature_334,15,0,-0.1592728593992479,0.18402462190363084,0.17825659503329205,0.2,0.8,1.0,0.0
feature_238,15,0,0.006628393484189571,0.18390133011603887,0.2556295091073531,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_423,15,0,0.1579915744501737,0.18310670825716016,0.19494981960954494,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_357,15,0,0.06994871939261683,0.18166908061623774,0.2446426473319083,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_182,15,0,-0.18133212804125776,0.18133212804125776,0.08548653271630385,0.0,1.0,1.0,0.0
feature_125,15,0,0.1483240163506188,0.18090146077475527,0.17446075325163374,0.8,0.8,1.0,0.0
feature_154,15,0,-0.021763733147926814,0.18079339059688435,0.1984101437496587,0.4,0.6,1.0,0.0
feature_153,15,0,-0.18022444810016475,0.18022444810016475,0.1180806941892812,0.0,1.0,1.0,0.0
feature_134,15,0,-0.17986552967770766,0.17986552967770766,0.1481212269831699,0.0,1.0,1.0,0.0
feature_223,15,0,-0.1066130357744592,0.178851752430345,0.1895404774263291,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_120,15,0,-0.12537394594397286,0.17835690420872946,0.21465335244817646,0.2,0.8,1.0,0.0
feature_294,15,0,0.1557925371592697,0.1783506572841815,0.1440901550204357,0.8666666666666667,0.8666666666666667,1.0,0.0
feature_024,15,0,-0.12036764774685044,0.17752151123887489,0.17945737469019762,0.2,0.8,1.0,0.0
feature_128,15,0,-0.12947441251738903,0.17671916274707009,0.17218375435096286,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_159,15,0,0.14667241755041943,0.1766251086363804,0.1452966294420275,0.9333333333333333,0.9333333333333333,1.0,0.0
feature_586,15,0,0.07535766584660701,0.17640686436001365,0.2153007519571514,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_147,15,0,0.1762733045870287,0.1762733045870287,0.12549990733193953,1.0,1.0,1.0,0.0
feature_286,15,0,-0.14377986553447977,0.1753477644391494,0.17874134498050123,0.2,0.8,1.0,0.0
feature_291,15,0,0.03051519356311884,0.17494714433712358,0.22778168343398716,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_002,15,0,0.05282849552914777,0.17483539573515694,0.20610495534234205,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_098,15,0,0.04581287047462558,0.17452035887289577,0.20966104460893564,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_482,15,0,0.10476023748533736,0.173771235963211,0.1944889644961912,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_039,15,0,0.014369269466000768,0.1723717627388393,0.225714143340272,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_187,15,0,0.11843512119112125,0.17105170075383117,0.15548575336953105,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_321,15,0,-0.11737910403572796,0.17006931830896177,0.18849088052457416,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_309,15,0,0.06361164188239272,0.1696368233535882,0.18142222485532303,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_307,15,0,0.06394177669445908,0.1696362487166798,0.18123762964033877,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_582,15,0,0.12924198808053472,0.16887897182011732,0.16278943671757753,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_427,15,0,-0.037096389580554424,0.16866871494078145,0.18616960917307537,0.4,0.6,1.0,0.0
feature_426,15,0,-0.16861548152865483,0.16861548152865483,0.1136102317105442,0.0,1.0,1.0,0.0
feature_311,15,0,-0.07574513928898335,0.16789148150300712,0.18804633851578545,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_091,15,0,0.018514998124590055,0.167457351200336,0.21376247973204554,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_083,15,0,-0.005899344788373733,0.16722733633383577,0.19353851332542582,0.4,0.6,1.0,0.0
feature_393,15,0,-0.05196193972732858,0.16519563239014784,0.19901784456597102,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_456,15,0,-0.07420733122474488,0.16400361341822156,0.2131370612174342,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_112,15,0,0.10308633794322268,0.16392831425879414,0.17425921720743742,0.8,0.8,1.0,0.0
feature_565,15,0,0.16161726058480008,0.1637932671173064,0.11600109734144119,0.8666666666666667,0.8666666666666667,1.0,0.0
feature_076,15,0,0.07553937526252445,0.16343240411370819,0.218001337015457,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_331,15,0,0.10323937045641887,0.16276040566762282,0.16522548909836732,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_268,15,0,-0.15146264624398517,0.16262939143439323,0.15078957753913166,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_522,15,0,0.16257208847720564,0.16257208847720564,0.12107089366215493,1.0,1.0,1.0,0.0
feature_105,15,0,0.10090704177225024,0.16196401436217922,0.16439362168194008,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_540,15,0,-0.14776752970435786,0.16175762872233454,0.15397909851403427,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_080,15,0,-0.11622180617035459,0.16171393209540483,0.1742996299088997,0.2,0.8,1.0,0.0
feature_110,15,0,-0.053978226175892624,0.1614911889388823,0.2422328830111728,0.6,0.6,1.0,0.0
feature_377,15,0,-0.06747247776469353,0.16110283769015668,0.20187686658296383,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_019,15,0,-0.014456950126581457,0.1602523032473645,0.21484066658443,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_353,15,0,0.14388138098699382,0.1596983096312433,0.1297619840556809,0.9333333333333333,0.9333333333333333,1.0,0.0
feature_211,15,0,0.06288181990914773,0.15959060615386148,0.21523384530125703,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_152,15,0,0.0005723757290928749,0.1594513378836828,0.2201813116314754,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_169,15,0,-0.15351044006196643,0.1594022554335851,0.13998725079077864,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_409,15,0,-0.1527232419041584,0.1593928732739194,0.1509279473376353,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_012,15,0,0.040998164176677544,0.15937452398386195,0.1779353890418693,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_417,15,0,-0.12323795782641181,0.15920244300319364,0.1690683107150622,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_099,15,0,0.10051556224261514,0.15827359174614616,0.16690297268136528,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_410,15,0,0.09398943642038475,0.1577986211809587,0.16001119977260211,0.8,0.8,1.0,0.0
feature_475,15,0,0.12370967150843713,0.15755780633107735,0.15549379664606355,0.8,0.8,1.0,0.0
feature_345,15,0,0.0680597671965108,0.1566950419262169,0.17625021055528334,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_312,15,0,-0.15593767245032525,0.15593767245032525,0.08485244130737522,0.0,1.0,1.0,0.0
feature_420,15,0,0.14963355492335448,0.1554623518113683,0.12898476651734495,0.8,0.8,1.0,0.0
feature_525,15,0,-0.15539750924860535,0.15539750924860535,0.06703643071063232,0.0,1.0,1.0,0.0
feature_580,15,0,0.09562796473461949,0.15535353798281085,0.19858766443758002,0.6,0.6,1.0,0.0
feature_367,15,0,-0.06461825990894327,0.1545468138001228,0.2122490770207834,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_554,15,0,0.14986707766821358,0.15436551880219176,0.10219592879296288,0.9333333333333333,0.9333333333333333,1.0,0.0
feature_273,15,0,-0.04103479784038733,0.15340826792590714,0.1864397794839315,0.4,0.6,1.0,0.0
feature_306,15,0,0.10498595762793199,0.15265176863695368,0.14323538531787153,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_412,15,0,0.02130726105370393,0.1516658923182807,0.20632505280427152,0.6,0.6,1.0,0.0
feature_287,15,0,-0.13648030861001823,0.15010387307451858,0.12550650831603036,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_318,15,0,-0.03978358042830668,0.14928785665666824,0.18845952352157871,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_207,15,0,-0.1107287943894423,0.1491785553906606,0.1257447521437961,0.2,0.8,1.0,0.0
feature_051,15,0,-0.06323899886631719,0.14850387737971807,0.17434336234458758,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_079,15,0,-0.039944587131779584,0.14712640332368493,0.1857734344642206,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_166,15,0,-0.06317306923640237,0.14699591633100806,0.17856716301364114,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_208,15,0,-0.03574255009899453,0.1463825313265642,0.1642647311833646,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_156,15,0,-0.11939036610763513,0.14616096115987315,0.18368210301017965,0.4,0.6,1.0,0.0
feature_217,15,0,0.05438752209676898,0.14352098010525718,0.1604801190776591,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_362,15,0,-0.14296413902192068,0.14296413902192068,0.12078130711872538,0.0,1.0,1.0,0.0
feature_405,15,0,-0.08233897254455703,0.14288251900433066,0.19076737027600935,0.4,0.6,1.0,0.0
feature_556,15,0,-0.13938093573423058,0.14214199812614348,0.09248790135339553,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_496,15,0,0.08846081465641145,0.13865635254035094,0.17587051929881747,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_180,15,0,0.1101118791458134,0.138572156833095,0.11508332190257874,0.8,0.8,1.0,0.0
feature_543,15,0,-0.13817762178567133,0.13817762178567133,0.08827497138731409,0.0,1.0,1.0,0.0
feature_457,15,0,0.05792337244916736,0.13725636374860967,0.16875449269321713,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_539,15,0,-0.11367642808508115,0.13549421963407918,0.1661563430132972,0.2,0.8,1.0,0.0
feature_518,15,0,0.045458482420501996,0.13488926158753065,0.1861428525738284,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_004,15,0,-0.03819580153589583,0.1347148928193568,0.17162724890023007,0.4,0.6,1.0,0.0
feature_033,15,0,0.01875204389189936,0.1343143751257022,0.17442362095614247,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_137,15,0,0.058940230051919354,0.13430420695112877,0.14201351008769358,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_572,15,0,0.13377794619449007,0.13377794619449007,0.10575303230398307,1.0,1.0,1.0,0.0
feature_246,15,0,0.044775454599009654,0.13264607227013014,0.1781786406011178,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_144,15,0,0.0173827034794094,0.13223170887165164,0.18296110733907453,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_516,15,0,-0.08174469054930682,0.1318469027134278,0.1445708947558809,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_584,15,0,0.12895176333052213,0.13135916939871928,0.08207461204541663,0.9333333333333333,0.9333333333333333,1.0,0.0
feature_015,15,0,0.0771744790120709,0.13110299646351456,0.17002792890746926,0.6,0.6,1.0,0.0
feature_007,15,0,0.07149400707618718,0.13011834561250787,0.14185202966310176,0.6,0.6,1.0,0.0
feature_118,15,0,-0.011429802343120906,0.13004281834882347,0.17593885832857517,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_298,15,0,-0.04544587902374146,0.1300021448350436,0.1509980358603814,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_245,15,0,0.06030224039672778,0.12975646771233498,0.1536639562020114,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_424,15,0,-0.1270827553417454,0.12942369663667086,0.10876378408526421,0.2,0.8,1.0,0.0
feature_350,15,0,-0.10820713393463972,0.1278427456567553,0.14507902890868898,0.2,0.8,1.0,0.0
feature_447,15,0,0.0019865629773512766,0.1270617908758643,0.15035989579724607,0.6,0.6,1.0,0.0
feature_429,15,0,-0.0941171255118637,0.12704924351919977,0.14832096057310257,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_203,15,0,0.06922641242930656,0.12661786160631697,0.15440048366196638,0.8,0.8,1.0,0.0
feature_490,15,0,-0.09229440949886329,0.12608958167324474,0.12693349296202153,0.2,0.8,1.0,0.0
feature_360,15,0,0.06078939271572495,0.12577631158378721,0.13337011251115236,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_219,15,0,-0.11109810646133847,0.12520382200412433,0.1330425545124115,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_497,15,0,-0.04454202301549023,0.12420562638940627,0.15009390197055472,0.4,0.6,1.0,0.0
feature_176,15,0,-0.0038313331093142843,0.12353871278411689,0.14820577295542714,0.6,0.6,1.0,0.0
feature_106,15,0,-0.0008932361813700865,0.12335366287518944,0.1539670109550125,0.4,0.6,1.0,0.0
feature_136,15,0,-0.10648262016919913,0.12333447844556256,0.14036221330289222,0.2,0.8,1.0,0.0
feature_392,15,0,-0.024165848709690345,0.12282389690333338,0.151719180180084,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_452,15,0,0.08443409689915317,0.12236915137953909,0.11114638497061678,0.8,0.8,1.0,0.0
feature_173,15,0,-0.10020725080713042,0.12236890659416876,0.11555543131351546,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_065,15,0,-0.07868924191961993,0.12226846026631003,0.1273708532730049,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_140,15,0,-0.018903453122739843,0.12203172392856881,0.16444100277470666,0.4,0.6,1.0,0.0
feature_552,15,0,0.02278134356513069,0.12185715000050713,0.15713877427558195,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_436,15,0,-0.11505508329265905,0.12102571032758551,0.0987856190727105,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_050,15,0,0.07919878995134269,0.12081977647361346,0.12894319637930574,0.6,0.6,1.0,0.0
feature_077,15,0,0.05139737693812051,0.1191611717017675,0.1399910275600016,0.6,0.6,1.0,0.0
feature_139,15,0,0.03527944064591089,0.11826933680507516,0.14962722449050284,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_123,15,0,0.0913007725149744,0.11757741579755748,0.1283263323895247,0.8,0.8,1.0,0.0
feature_171,15,0,-0.06607320395410157,0.11671170748220065,0.13566919506787586,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_290,15,0,0.020056704010962045,0.11623243847275777,0.1297280630629154,0.6,0.6,1.0,0.0
feature_479,15,0,-0.02686556912534106,0.11574723381498767,0.13655193085205136,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_244,15,0,-0.06958449902490872,0.1147565806945392,0.12737621247468534,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_383,15,0,0.09519701196792053,0.1134336114169883,0.10476313531240011,0.9333333333333333,0.9333333333333333,1.0,0.0
feature_296,15,0,0.03442911947306617,0.11248746278438392,0.13803285273412383,0.6,0.6,1.0,0.0
feature_253,15,0,-0.10750115966743176,0.11164759503622856,0.09716435834375993,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_558,15,0,-0.005334771505980271,0.11089496008988846,0.147237232642476,0.4,0.6,1.0,0.0
feature_519,15,0,0.04405716957355419,0.10919957919158807,0.14132881571967895,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_225,15,0,-0.0034042911491850183,0.10890668037559195,0.13335899610749016,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_550,15,0,-0.09659048611159478,0.10887226053653656,0.08792389016567428,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_517,15,0,0.03886644966878348,0.10884550167837434,0.13647544852363086,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_288,15,0,-0.015820996341628236,0.10623101927681393,0.14041089901565115,0.6,0.6,1.0,0.0
feature_408,15,0,0.06103513750854472,0.10514105318385028,0.124145123698521,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_199,15,0,0.06019183523584372,0.10377564151209466,0.13271786364543037,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_267,15,0,-0.08446584681056803,0.10288107450174173,0.13685961350264989,0.13333333333333333,0.8666666666666667,1.0,0.0
feature_275,15,0,0.0007914625793226141,0.10260483533358769,0.1302522307014171,0.4,0.6,1.0,0.0
feature_435,15,0,-0.03595108014891771,0.10093025270321293,0.12660739948965039,0.4,0.6,1.0,0.0
feature_250,15,0,0.004127049981836757,0.10071910857787741,0.12344628882999208,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_453,15,0,0.05736125826588991,0.10027208791209657,0.11679555006972735,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_434,15,0,0.016495946512408745,0.1000643391458518,0.11404781918700106,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_337,15,0,0.07251925109247276,0.09871737389071485,0.12789659286291669,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_001,15,0,-0.0642635934800516,0.09865439789413787,0.10228136344048865,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_444,15,0,-0.06348782111665043,0.09854342415171878,0.11617368086033969,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_181,15,0,0.05968645594865287,0.0976306941898899,0.12211305883612815,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_382,15,0,-0.08636994019009703,0.09671263664151149,0.06762188284936547,0.06666666666666667,0.9333333333333333,1.0,0.0
feature_442,15,0,-0.04347108369274135,0.09629671650710075,0.11407267484456607,0.2,0.8,1.0,0.0
feature_583,15,0,0.07977269700142214,0.09428930314730224,0.07312245393058665,0.8,0.8,1.0,0.0
feature_527,15,0,0.06486529547950276,0.09392758869609638,0.10491260191606107,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_285,15,0,-0.029428493225645946,0.09252523432365706,0.1147311373737846,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_198,15,0,0.026408903122054357,0.09223622849141938,0.11462209767625545,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_254,15,0,0.010635409729064236,0.0914708857847463,0.11609381949186569,0.5333333333333333,0.5333333333333333,1.0,0.0
feature_494,15,0,-0.04778310689223883,0.09120783079186746,0.10394392291559594,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_545,15,0,-0.08098331697852218,0.09094912609302483,0.092490665944943,0.2,0.8,1.0,0.0
feature_559,15,0,0.048824046986706976,0.08901313280702226,0.1021577909662692,0.7333333333333333,0.7333333333333333,1.0,0.0
feature_470,15,0,-0.025286974328284455,0.08788721377972136,0.10953846576132724,0.4,0.6,1.0,0.0
feature_492,15,0,-0.038006073078107994,0.08701671049628554,0.10627673343135707,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_526,15,0,-0.0040734434271749425,0.0844043628160506,0.11107625678882994,0.4666666666666667,0.5333333333333333,1.0,0.0
feature_222,15,0,-0.05705657707503266,0.08379961498898697,0.0878712594071205,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_255,15,0,0.06840168483383254,0.08266883735394157,0.09122118867663621,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_202,15,0,-0.012331753300301125,0.08191511563392263,0.10284872314722567,0.3333333333333333,0.6666666666666667,1.0,0.0
feature_220,15,0,-0.07315006968085011,0.08091158915422467,0.0689260373538426,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_092,15,0,0.05705121602650514,0.08066014948241008,0.0904845441532649,0.6,0.6,1.0,0.0
feature_135,15,0,-0.007971245452656957,0.07951342514824362,0.1147190043595207,0.6,0.6,1.0,0.0
feature_336,15,0,-0.03573509811726717,0.07830452570127018,0.08331598726630737,0.26666666666666666,0.7333333333333334,1.0,0.0
feature_185,15,0,-0.02064806193776725,0.07704888318270216,0.10760685937151786,0.4,0.6,1.0,0.0
feature_585,15,0,0.03854432142322528,0.06221432344261644,0.057817465718679774,0.6666666666666666,0.6666666666666666,1.0,0.0
feature_206,12,0,-0.024289030696503247,0.04785053528258537,0.057361930012312476,0.3333333333333333,0.6666666666666667,0.8,0.0
feature_347,12,0,-0.024289030696503223,0.047850535282585364,0.05736193001231246,0.3333333333333333,0.6666666666666667,0.8,0.0
feature_478,12,0,-0.024289030696503223,0.047850535282585364,0.05736193001231246,0.3333333333333333,0.6666666666666667,0.8,0.0
